"IDDETNetHours","Program","Location","DateEx","NetID","NetHours"
1,"SMMP2014","MBO",4/18/2014 0:00:00,"A1",5.00
2,"SMMP2014","MBO",4/19/2014 0:00:00,"A1",4.00
3,"SMMP2014","MBO",4/20/2014 0:00:00,"A1",5.00
4,"SMMP2014","MBO",4/21/2014 0:00:00,"A1",5.00
5,"SMMP2014","MBO",4/22/2014 0:00:00,"A1",4.50
6,"SMMP2014","MBO",4/23/2014 0:00:00,"A1",5.00
7,"SMMP2014","MBO",4/24/2014 0:00:00,"A1",5.00
8,"SMMP2014","MBO",4/25/2014 0:00:00,"A1",5.00
9,"SMMP2014","MBO",4/27/2014 0:00:00,"A1",3.00
10,"SMMP2014","MBO",4/28/2014 0:00:00,"A1",5.00
11,"SMMP2014","MBO",4/29/2014 0:00:00,"A1",5.00
12,"SMMP2014","MBO",4/30/2014 0:00:00,"A1",4.75
13,"SMMP2014","MBO",5/2/2014 0:00:00,"A1",4.25
14,"SMMP2014","MBO",5/3/2014 0:00:00,"A1",2.50
15,"SMMP2014","MBO",5/5/2014 0:00:00,"A1",3.50
16,"SMMP2014","MBO",5/6/2014 0:00:00,"A1",5.00
17,"SMMP2014","MBO",5/7/2014 0:00:00,"A1",5.00
18,"SMMP2014","MBO",5/8/2014 0:00:00,"A1",5.00
19,"SMMP2014","MBO",5/9/2014 0:00:00,"A1",3.25
20,"SMMP2014","MBO",5/10/2014 0:00:00,"A1",5.00
21,"SMMP2014","MBO",5/11/2014 0:00:00,"A1",5.00
22,"SMMP2014","MBO",5/12/2014 0:00:00,"A1",5.00
23,"SMMP2014","MBO",5/13/2014 0:00:00,"A1",5.00
24,"SMMP2014","MBO",5/14/2014 0:00:00,"A1",5.00
25,"SMMP2014","MBO",5/15/2014 0:00:00,"A1",5.00
26,"SMMP2014","MBO",5/16/2014 0:00:00,"A1",4.00
27,"SMMP2014","MBO",5/17/2014 0:00:00,"A1",3.50
28,"SMMP2014","MBO",5/18/2014 0:00:00,"A1",5.00
29,"SMMP2014","MBO",5/19/2014 0:00:00,"A1",5.00
30,"SMMP2014","MBO",5/20/2014 0:00:00,"A1",5.00
31,"SMMP2014","MBO",5/21/2014 0:00:00,"A1",5.00
32,"SMMP2014","MBO",5/22/2014 0:00:00,"A1",5.00
33,"SMMP2014","MBO",5/23/2014 0:00:00,"A1",5.00
34,"SMMP2014","MBO",5/24/2014 0:00:00,"A1",5.00
35,"SMMP2014","MBO",5/25/2014 0:00:00,"A1",5.00
36,"SMMP2014","MBO",5/26/2014 0:00:00,"A1",5.00
37,"SMMP2014","MBO",5/27/2014 0:00:00,"A1",3.50
38,"SMMP2014","MBO",5/28/2014 0:00:00,"A1",4.50
39,"SMMP2014","MBO",5/29/2014 0:00:00,"A1",5.00
40,"SMMP2014","MBO",5/30/2014 0:00:00,"A1",3.50
41,"SMMP2014","MBO",5/31/2014 0:00:00,"A1",5.00
42,"SMMP2014","MBO",6/1/2014 0:00:00,"A1",5.00
43,"SMMP2014","MBO",4/18/2014 0:00:00,"A2",5.00
44,"SMMP2014","MBO",4/19/2014 0:00:00,"A2",4.00
45,"SMMP2014","MBO",4/20/2014 0:00:00,"A2",5.00
46,"SMMP2014","MBO",4/21/2014 0:00:00,"A2",5.00
47,"SMMP2014","MBO",4/22/2014 0:00:00,"A2",4.50
48,"SMMP2014","MBO",4/23/2014 0:00:00,"A2",5.00
49,"SMMP2014","MBO",4/24/2014 0:00:00,"A2",5.00
50,"SMMP2014","MBO",4/25/2014 0:00:00,"A2",5.00
51,"SMMP2014","MBO",4/27/2014 0:00:00,"A2",3.00
52,"SMMP2014","MBO",4/28/2014 0:00:00,"A2",5.00
53,"SMMP2014","MBO",4/29/2014 0:00:00,"A2",5.00
54,"SMMP2014","MBO",4/30/2014 0:00:00,"A2",4.75
55,"SMMP2014","MBO",5/2/2014 0:00:00,"A2",4.25
56,"SMMP2014","MBO",5/3/2014 0:00:00,"A2",2.50
57,"SMMP2014","MBO",5/5/2014 0:00:00,"A2",3.50
58,"SMMP2014","MBO",5/6/2014 0:00:00,"A2",5.00
59,"SMMP2014","MBO",5/7/2014 0:00:00,"A2",5.00
60,"SMMP2014","MBO",5/8/2014 0:00:00,"A2",5.00
61,"SMMP2014","MBO",5/9/2014 0:00:00,"A2",3.25
62,"SMMP2014","MBO",5/10/2014 0:00:00,"A2",5.00
63,"SMMP2014","MBO",5/11/2014 0:00:00,"A2",5.00
64,"SMMP2014","MBO",5/12/2014 0:00:00,"A2",5.00
65,"SMMP2014","MBO",5/13/2014 0:00:00,"A2",5.00
66,"SMMP2014","MBO",5/14/2014 0:00:00,"A2",5.00
67,"SMMP2014","MBO",5/15/2014 0:00:00,"A2",5.00
68,"SMMP2014","MBO",5/16/2014 0:00:00,"A2",4.00
69,"SMMP2014","MBO",5/17/2014 0:00:00,"A2",3.50
70,"SMMP2014","MBO",5/18/2014 0:00:00,"A2",5.00
71,"SMMP2014","MBO",5/19/2014 0:00:00,"A2",5.00
72,"SMMP2014","MBO",5/20/2014 0:00:00,"A2",5.00
73,"SMMP2014","MBO",5/21/2014 0:00:00,"A2",5.00
74,"SMMP2014","MBO",5/22/2014 0:00:00,"A2",5.00
75,"SMMP2014","MBO",5/23/2014 0:00:00,"A2",5.00
76,"SMMP2014","MBO",5/24/2014 0:00:00,"A2",5.00
77,"SMMP2014","MBO",5/25/2014 0:00:00,"A2",5.00
78,"SMMP2014","MBO",5/26/2014 0:00:00,"A2",5.00
79,"SMMP2014","MBO",5/27/2014 0:00:00,"A2",3.50
80,"SMMP2014","MBO",5/28/2014 0:00:00,"A2",4.50
81,"SMMP2014","MBO",5/29/2014 0:00:00,"A2",5.00
82,"SMMP2014","MBO",5/30/2014 0:00:00,"A2",3.50
83,"SMMP2014","MBO",5/31/2014 0:00:00,"A2",5.00
84,"SMMP2014","MBO",6/1/2014 0:00:00,"A2",5.00
85,"SMMP2014","MBO",4/18/2014 0:00:00,"B2",5.00
86,"SMMP2014","MBO",4/19/2014 0:00:00,"B2",4.00
87,"SMMP2014","MBO",4/20/2014 0:00:00,"B2",5.00
88,"SMMP2014","MBO",4/21/2014 0:00:00,"B2",5.00
89,"SMMP2014","MBO",4/22/2014 0:00:00,"B2",4.50
90,"SMMP2014","MBO",4/23/2014 0:00:00,"B2",5.00
91,"SMMP2014","MBO",4/24/2014 0:00:00,"B2",5.00
92,"SMMP2014","MBO",4/25/2014 0:00:00,"B2",5.00
93,"SMMP2014","MBO",4/26/2014 0:00:00,"B2",2.75
94,"SMMP2014","MBO",4/27/2014 0:00:00,"B2",2.00
95,"SMMP2014","MBO",4/28/2014 0:00:00,"B2",5.00
96,"SMMP2014","MBO",4/29/2014 0:00:00,"B2",5.00
97,"SMMP2014","MBO",4/30/2014 0:00:00,"B2",4.75
98,"SMMP2014","MBO",5/2/2014 0:00:00,"B2",4.25
99,"SMMP2014","MBO",5/3/2014 0:00:00,"B2",2.50
100,"SMMP2014","MBO",5/5/2014 0:00:00,"B2",3.50
101,"SMMP2014","MBO",5/6/2014 0:00:00,"B2",5.00
102,"SMMP2014","MBO",5/7/2014 0:00:00,"B2",5.00
103,"SMMP2014","MBO",5/8/2014 0:00:00,"B2",5.00
104,"SMMP2014","MBO",5/9/2014 0:00:00,"B2",3.25
105,"SMMP2014","MBO",5/10/2014 0:00:00,"B2",5.00
106,"SMMP2014","MBO",5/11/2014 0:00:00,"B2",5.00
107,"SMMP2014","MBO",5/12/2014 0:00:00,"B2",5.00
108,"SMMP2014","MBO",5/13/2014 0:00:00,"B2",5.00
109,"SMMP2014","MBO",5/14/2014 0:00:00,"B2",5.00
110,"SMMP2014","MBO",5/15/2014 0:00:00,"B2",5.00
111,"SMMP2014","MBO",5/16/2014 0:00:00,"B2",4.00
112,"SMMP2014","MBO",5/18/2014 0:00:00,"B2",5.00
113,"SMMP2014","MBO",5/19/2014 0:00:00,"B2",5.00
114,"SMMP2014","MBO",5/20/2014 0:00:00,"B2",5.00
115,"SMMP2014","MBO",5/21/2014 0:00:00,"B2",5.00
116,"SMMP2014","MBO",5/22/2014 0:00:00,"B2",5.00
117,"SMMP2014","MBO",5/23/2014 0:00:00,"B2",5.00
118,"SMMP2014","MBO",5/24/2014 0:00:00,"B2",5.00
119,"SMMP2014","MBO",5/25/2014 0:00:00,"B2",5.00
120,"SMMP2014","MBO",5/26/2014 0:00:00,"B2",5.00
121,"SMMP2014","MBO",5/27/2014 0:00:00,"B2",3.50
122,"SMMP2014","MBO",5/28/2014 0:00:00,"B2",4.50
123,"SMMP2014","MBO",5/29/2014 0:00:00,"B2",5.00
124,"SMMP2014","MBO",5/30/2014 0:00:00,"B2",3.50
125,"SMMP2014","MBO",5/31/2014 0:00:00,"B2",5.00
126,"SMMP2014","MBO",6/1/2014 0:00:00,"B2",5.00
127,"SMMP2014","MBO",4/18/2014 0:00:00,"B3",5.00
128,"SMMP2014","MBO",4/19/2014 0:00:00,"B3",4.00
129,"SMMP2014","MBO",4/20/2014 0:00:00,"B3",5.00
130,"SMMP2014","MBO",4/21/2014 0:00:00,"B3",5.00
131,"SMMP2014","MBO",4/22/2014 0:00:00,"B3",4.50
132,"SMMP2014","MBO",4/23/2014 0:00:00,"B3",5.00
133,"SMMP2014","MBO",4/24/2014 0:00:00,"B3",5.00
134,"SMMP2014","MBO",4/25/2014 0:00:00,"B3",5.00
135,"SMMP2014","MBO",4/26/2014 0:00:00,"B3",2.75
136,"SMMP2014","MBO",4/27/2014 0:00:00,"B3",2.00
137,"SMMP2014","MBO",4/28/2014 0:00:00,"B3",5.00
138,"SMMP2014","MBO",4/29/2014 0:00:00,"B3",5.00
139,"SMMP2014","MBO",4/30/2014 0:00:00,"B3",4.75
140,"SMMP2014","MBO",5/2/2014 0:00:00,"B3",4.25
141,"SMMP2014","MBO",5/3/2014 0:00:00,"B3",2.50
142,"SMMP2014","MBO",5/5/2014 0:00:00,"B3",3.50
143,"SMMP2014","MBO",5/6/2014 0:00:00,"B3",5.00
144,"SMMP2014","MBO",5/7/2014 0:00:00,"B3",5.00
145,"SMMP2014","MBO",5/8/2014 0:00:00,"B3",5.00
146,"SMMP2014","MBO",5/9/2014 0:00:00,"B3",3.25
147,"SMMP2014","MBO",5/10/2014 0:00:00,"B3",5.00
148,"SMMP2014","MBO",5/11/2014 0:00:00,"B3",5.00
149,"SMMP2014","MBO",5/12/2014 0:00:00,"B3",5.00
150,"SMMP2014","MBO",5/13/2014 0:00:00,"B3",5.00
151,"SMMP2014","MBO",5/14/2014 0:00:00,"B3",5.00
152,"SMMP2014","MBO",5/15/2014 0:00:00,"B3",5.00
153,"SMMP2014","MBO",5/16/2014 0:00:00,"B3",4.00
154,"SMMP2014","MBO",5/18/2014 0:00:00,"B3",5.00
155,"SMMP2014","MBO",5/19/2014 0:00:00,"B3",5.00
156,"SMMP2014","MBO",5/20/2014 0:00:00,"B3",5.00
157,"SMMP2014","MBO",5/21/2014 0:00:00,"B3",5.00
158,"SMMP2014","MBO",5/22/2014 0:00:00,"B3",5.00
159,"SMMP2014","MBO",5/23/2014 0:00:00,"B3",5.00
160,"SMMP2014","MBO",5/24/2014 0:00:00,"B3",5.00
161,"SMMP2014","MBO",5/25/2014 0:00:00,"B3",5.00
162,"SMMP2014","MBO",5/26/2014 0:00:00,"B3",5.00
163,"SMMP2014","MBO",5/27/2014 0:00:00,"B3",3.50
164,"SMMP2014","MBO",5/28/2014 0:00:00,"B3",4.50
165,"SMMP2014","MBO",5/29/2014 0:00:00,"B3",5.00
166,"SMMP2014","MBO",5/30/2014 0:00:00,"B3",3.50
167,"SMMP2014","MBO",5/31/2014 0:00:00,"B3",5.00
168,"SMMP2014","MBO",6/1/2014 0:00:00,"B3",5.00
169,"SMMP2014","MBO",4/18/2014 0:00:00,"C1",5.00
170,"SMMP2014","MBO",4/19/2014 0:00:00,"C1",4.00
171,"SMMP2014","MBO",4/20/2014 0:00:00,"C1",5.00
172,"SMMP2014","MBO",4/21/2014 0:00:00,"C1",5.00
173,"SMMP2014","MBO",4/22/2014 0:00:00,"C1",4.50
174,"SMMP2014","MBO",4/23/2014 0:00:00,"C1",5.00
175,"SMMP2014","MBO",4/24/2014 0:00:00,"C1",5.00
176,"SMMP2014","MBO",4/25/2014 0:00:00,"C1",5.00
177,"SMMP2014","MBO",4/26/2014 0:00:00,"C1",1.00
178,"SMMP2014","MBO",4/27/2014 0:00:00,"C1",3.00
179,"SMMP2014","MBO",4/28/2014 0:00:00,"C1",5.00
180,"SMMP2014","MBO",4/29/2014 0:00:00,"C1",5.00
181,"SMMP2014","MBO",4/30/2014 0:00:00,"C1",4.75
182,"SMMP2014","MBO",5/2/2014 0:00:00,"C1",4.25
183,"SMMP2014","MBO",5/3/2014 0:00:00,"C1",2.50
184,"SMMP2014","MBO",5/5/2014 0:00:00,"C1",3.50
185,"SMMP2014","MBO",5/6/2014 0:00:00,"C1",5.00
186,"SMMP2014","MBO",5/7/2014 0:00:00,"C1",5.00
187,"SMMP2014","MBO",5/8/2014 0:00:00,"C1",5.00
188,"SMMP2014","MBO",5/9/2014 0:00:00,"C1",3.25
189,"SMMP2014","MBO",5/10/2014 0:00:00,"C1",5.00
190,"SMMP2014","MBO",5/11/2014 0:00:00,"C1",5.00
191,"SMMP2014","MBO",5/12/2014 0:00:00,"C1",5.00
192,"SMMP2014","MBO",5/13/2014 0:00:00,"C1",5.00
193,"SMMP2014","MBO",5/14/2014 0:00:00,"C1",5.00
194,"SMMP2014","MBO",5/15/2014 0:00:00,"C1",5.00
195,"SMMP2014","MBO",5/16/2014 0:00:00,"C1",4.00
196,"SMMP2014","MBO",5/17/2014 0:00:00,"C1",3.50
197,"SMMP2014","MBO",5/18/2014 0:00:00,"C1",5.00
198,"SMMP2014","MBO",5/19/2014 0:00:00,"C1",5.00
199,"SMMP2014","MBO",5/20/2014 0:00:00,"C1",5.00
200,"SMMP2014","MBO",5/21/2014 0:00:00,"C1",5.00
201,"SMMP2014","MBO",5/22/2014 0:00:00,"C1",5.00
202,"SMMP2014","MBO",5/23/2014 0:00:00,"C1",5.00
203,"SMMP2014","MBO",5/24/2014 0:00:00,"C1",5.00
204,"SMMP2014","MBO",5/25/2014 0:00:00,"C1",5.00
205,"SMMP2014","MBO",5/26/2014 0:00:00,"C1",5.00
206,"SMMP2014","MBO",5/27/2014 0:00:00,"C1",3.50
207,"SMMP2014","MBO",5/28/2014 0:00:00,"C1",4.50
208,"SMMP2014","MBO",5/29/2014 0:00:00,"C1",5.00
209,"SMMP2014","MBO",5/30/2014 0:00:00,"C1",3.50
210,"SMMP2014","MBO",5/31/2014 0:00:00,"C1",5.00
211,"SMMP2014","MBO",6/1/2014 0:00:00,"C1",5.00
212,"SMMP2014","MBO",4/18/2014 0:00:00,"C2",5.00
213,"SMMP2014","MBO",4/19/2014 0:00:00,"C2",4.00
214,"SMMP2014","MBO",4/20/2014 0:00:00,"C2",5.00
215,"SMMP2014","MBO",4/21/2014 0:00:00,"C2",5.00
216,"SMMP2014","MBO",4/22/2014 0:00:00,"C2",4.50
217,"SMMP2014","MBO",4/23/2014 0:00:00,"C2",5.00
218,"SMMP2014","MBO",4/24/2014 0:00:00,"C2",5.00
219,"SMMP2014","MBO",4/25/2014 0:00:00,"C2",5.00
220,"SMMP2014","MBO",4/26/2014 0:00:00,"C2",1.00
221,"SMMP2014","MBO",4/27/2014 0:00:00,"C2",3.00
222,"SMMP2014","MBO",4/28/2014 0:00:00,"C2",5.00
223,"SMMP2014","MBO",4/29/2014 0:00:00,"C2",5.00
224,"SMMP2014","MBO",4/30/2014 0:00:00,"C2",4.75
225,"SMMP2014","MBO",5/2/2014 0:00:00,"C2",4.25
226,"SMMP2014","MBO",5/3/2014 0:00:00,"C2",2.50
227,"SMMP2014","MBO",5/5/2014 0:00:00,"C2",3.50
228,"SMMP2014","MBO",5/6/2014 0:00:00,"C2",5.00
229,"SMMP2014","MBO",5/7/2014 0:00:00,"C2",5.00
230,"SMMP2014","MBO",5/8/2014 0:00:00,"C2",5.00
231,"SMMP2014","MBO",5/9/2014 0:00:00,"C2",3.25
232,"SMMP2014","MBO",5/10/2014 0:00:00,"C2",5.00
233,"SMMP2014","MBO",5/11/2014 0:00:00,"C2",5.00
234,"SMMP2014","MBO",5/12/2014 0:00:00,"C2",5.00
235,"SMMP2014","MBO",5/13/2014 0:00:00,"C2",5.00
236,"SMMP2014","MBO",5/14/2014 0:00:00,"C2",5.00
237,"SMMP2014","MBO",5/15/2014 0:00:00,"C2",5.00
238,"SMMP2014","MBO",5/16/2014 0:00:00,"C2",4.00
239,"SMMP2014","MBO",5/17/2014 0:00:00,"C2",3.50
240,"SMMP2014","MBO",5/18/2014 0:00:00,"C2",5.00
241,"SMMP2014","MBO",5/19/2014 0:00:00,"C2",5.00
242,"SMMP2014","MBO",5/20/2014 0:00:00,"C2",5.00
243,"SMMP2014","MBO",5/21/2014 0:00:00,"C2",5.00
244,"SMMP2014","MBO",5/22/2014 0:00:00,"C2",5.00
245,"SMMP2014","MBO",5/23/2014 0:00:00,"C2",5.00
246,"SMMP2014","MBO",5/24/2014 0:00:00,"C2",5.00
247,"SMMP2014","MBO",5/25/2014 0:00:00,"C2",5.00
248,"SMMP2014","MBO",5/26/2014 0:00:00,"C2",5.00
249,"SMMP2014","MBO",5/27/2014 0:00:00,"C2",3.50
250,"SMMP2014","MBO",5/28/2014 0:00:00,"C2",4.50
251,"SMMP2014","MBO",5/29/2014 0:00:00,"C2",5.00
252,"SMMP2014","MBO",5/30/2014 0:00:00,"C2",3.50
253,"SMMP2014","MBO",5/31/2014 0:00:00,"C2",5.00
254,"SMMP2014","MBO",6/1/2014 0:00:00,"C2",5.00
255,"SMMP2014","MBO",4/18/2014 0:00:00,"D1",5.00
256,"SMMP2014","MBO",4/19/2014 0:00:00,"D1",4.00
257,"SMMP2014","MBO",4/20/2014 0:00:00,"D1",5.00
258,"SMMP2014","MBO",4/21/2014 0:00:00,"D1",5.00
259,"SMMP2014","MBO",4/22/2014 0:00:00,"D1",4.50
260,"SMMP2014","MBO",4/23/2014 0:00:00,"D1",5.00
261,"SMMP2014","MBO",4/24/2014 0:00:00,"D1",5.00
262,"SMMP2014","MBO",4/25/2014 0:00:00,"D1",5.00
263,"SMMP2014","MBO",4/26/2014 0:00:00,"D1",1.00
264,"SMMP2014","MBO",4/27/2014 0:00:00,"D1",3.00
265,"SMMP2014","MBO",4/28/2014 0:00:00,"D1",5.00
266,"SMMP2014","MBO",4/29/2014 0:00:00,"D1",5.00
267,"SMMP2014","MBO",4/30/2014 0:00:00,"D1",4.75
268,"SMMP2014","MBO",5/2/2014 0:00:00,"D1",4.25
269,"SMMP2014","MBO",5/3/2014 0:00:00,"D1",2.50
270,"SMMP2014","MBO",5/5/2014 0:00:00,"D1",3.50
271,"SMMP2014","MBO",5/6/2014 0:00:00,"D1",5.00
272,"SMMP2014","MBO",5/7/2014 0:00:00,"D1",5.00
273,"SMMP2014","MBO",5/8/2014 0:00:00,"D1",5.00
274,"SMMP2014","MBO",5/9/2014 0:00:00,"D1",3.25
275,"SMMP2014","MBO",5/10/2014 0:00:00,"D1",5.00
276,"SMMP2014","MBO",5/11/2014 0:00:00,"D1",5.00
277,"SMMP2014","MBO",5/12/2014 0:00:00,"D1",5.00
278,"SMMP2014","MBO",5/13/2014 0:00:00,"D1",5.00
279,"SMMP2014","MBO",5/14/2014 0:00:00,"D1",5.00
280,"SMMP2014","MBO",5/15/2014 0:00:00,"D1",5.00
281,"SMMP2014","MBO",5/16/2014 0:00:00,"D1",4.00
282,"SMMP2014","MBO",5/17/2014 0:00:00,"D1",3.00
283,"SMMP2014","MBO",5/18/2014 0:00:00,"D1",5.00
284,"SMMP2014","MBO",5/19/2014 0:00:00,"D1",5.00
285,"SMMP2014","MBO",5/20/2014 0:00:00,"D1",5.00
286,"SMMP2014","MBO",5/21/2014 0:00:00,"D1",5.00
287,"SMMP2014","MBO",5/22/2014 0:00:00,"D1",5.00
288,"SMMP2014","MBO",5/23/2014 0:00:00,"D1",5.00
289,"SMMP2014","MBO",5/24/2014 0:00:00,"D1",5.00
290,"SMMP2014","MBO",5/25/2014 0:00:00,"D1",5.00
291,"SMMP2014","MBO",5/26/2014 0:00:00,"D1",5.00
292,"SMMP2014","MBO",5/27/2014 0:00:00,"D1",3.50
293,"SMMP2014","MBO",5/28/2014 0:00:00,"D1",4.50
294,"SMMP2014","MBO",5/29/2014 0:00:00,"D1",5.00
295,"SMMP2014","MBO",5/30/2014 0:00:00,"D1",3.50
296,"SMMP2014","MBO",5/31/2014 0:00:00,"D1",5.00
297,"SMMP2014","MBO",6/1/2014 0:00:00,"D1",5.00
298,"SMMP2014","MBO",4/18/2014 0:00:00,"D2",5.00
299,"SMMP2014","MBO",4/19/2014 0:00:00,"D2",4.00
300,"SMMP2014","MBO",4/20/2014 0:00:00,"D2",5.00
301,"SMMP2014","MBO",4/21/2014 0:00:00,"D2",5.00
302,"SMMP2014","MBO",4/22/2014 0:00:00,"D2",4.50
303,"SMMP2014","MBO",4/23/2014 0:00:00,"D2",5.00
304,"SMMP2014","MBO",4/24/2014 0:00:00,"D2",5.00
305,"SMMP2014","MBO",4/25/2014 0:00:00,"D2",5.00
306,"SMMP2014","MBO",4/26/2014 0:00:00,"D2",1.00
307,"SMMP2014","MBO",4/27/2014 0:00:00,"D2",3.00
308,"SMMP2014","MBO",4/28/2014 0:00:00,"D2",5.00
309,"SMMP2014","MBO",4/29/2014 0:00:00,"D2",5.00
310,"SMMP2014","MBO",4/30/2014 0:00:00,"D2",4.75
311,"SMMP2014","MBO",5/2/2014 0:00:00,"D2",4.25
312,"SMMP2014","MBO",5/3/2014 0:00:00,"D2",2.50
313,"SMMP2014","MBO",5/5/2014 0:00:00,"D2",3.50
314,"SMMP2014","MBO",5/6/2014 0:00:00,"D2",5.00
315,"SMMP2014","MBO",5/7/2014 0:00:00,"D2",5.00
316,"SMMP2014","MBO",5/8/2014 0:00:00,"D2",5.00
317,"SMMP2014","MBO",5/9/2014 0:00:00,"D2",3.25
318,"SMMP2014","MBO",5/10/2014 0:00:00,"D2",5.00
319,"SMMP2014","MBO",5/11/2014 0:00:00,"D2",5.00
320,"SMMP2014","MBO",5/12/2014 0:00:00,"D2",5.00
321,"SMMP2014","MBO",5/13/2014 0:00:00,"D2",5.00
322,"SMMP2014","MBO",5/14/2014 0:00:00,"D2",5.00
323,"SMMP2014","MBO",5/15/2014 0:00:00,"D2",5.00
324,"SMMP2014","MBO",5/16/2014 0:00:00,"D2",4.00
325,"SMMP2014","MBO",5/17/2014 0:00:00,"D2",3.00
326,"SMMP2014","MBO",5/18/2014 0:00:00,"D2",5.00
327,"SMMP2014","MBO",5/19/2014 0:00:00,"D2",5.00
328,"SMMP2014","MBO",5/20/2014 0:00:00,"D2",5.00
329,"SMMP2014","MBO",5/21/2014 0:00:00,"D2",5.00
330,"SMMP2014","MBO",5/22/2014 0:00:00,"D2",5.00
331,"SMMP2014","MBO",5/23/2014 0:00:00,"D2",5.00
332,"SMMP2014","MBO",5/24/2014 0:00:00,"D2",5.00
333,"SMMP2014","MBO",5/25/2014 0:00:00,"D2",5.00
334,"SMMP2014","MBO",5/26/2014 0:00:00,"D2",5.00
335,"SMMP2014","MBO",5/27/2014 0:00:00,"D2",3.50
336,"SMMP2014","MBO",5/28/2014 0:00:00,"D2",4.50
337,"SMMP2014","MBO",5/29/2014 0:00:00,"D2",5.00
338,"SMMP2014","MBO",5/30/2014 0:00:00,"D2",3.50
339,"SMMP2014","MBO",5/31/2014 0:00:00,"D2",5.00
340,"SMMP2014","MBO",6/1/2014 0:00:00,"D2",5.00
341,"SMMP2014","MBO",4/18/2014 0:00:00,"D3",5.00
342,"SMMP2014","MBO",4/19/2014 0:00:00,"D3",4.00
343,"SMMP2014","MBO",4/20/2014 0:00:00,"D3",5.00
344,"SMMP2014","MBO",4/21/2014 0:00:00,"D3",5.00
345,"SMMP2014","MBO",4/22/2014 0:00:00,"D3",4.50
346,"SMMP2014","MBO",4/23/2014 0:00:00,"D3",5.00
347,"SMMP2014","MBO",4/24/2014 0:00:00,"D3",5.00
348,"SMMP2014","MBO",4/25/2014 0:00:00,"D3",5.00
349,"SMMP2014","MBO",4/26/2014 0:00:00,"D3",1.00
350,"SMMP2014","MBO",4/27/2014 0:00:00,"D3",3.00
351,"SMMP2014","MBO",4/28/2014 0:00:00,"D3",5.00
352,"SMMP2014","MBO",4/29/2014 0:00:00,"D3",5.00
353,"SMMP2014","MBO",4/30/2014 0:00:00,"D3",4.75
354,"SMMP2014","MBO",5/2/2014 0:00:00,"D3",4.25
355,"SMMP2014","MBO",5/3/2014 0:00:00,"D3",2.50
356,"SMMP2014","MBO",5/5/2014 0:00:00,"D3",3.50
357,"SMMP2014","MBO",5/6/2014 0:00:00,"D3",5.00
358,"SMMP2014","MBO",5/7/2014 0:00:00,"D3",5.00
359,"SMMP2014","MBO",5/8/2014 0:00:00,"D3",5.00
360,"SMMP2014","MBO",5/9/2014 0:00:00,"D3",3.25
361,"SMMP2014","MBO",5/10/2014 0:00:00,"D3",5.00
362,"SMMP2014","MBO",5/11/2014 0:00:00,"D3",5.00
363,"SMMP2014","MBO",5/12/2014 0:00:00,"D3",5.00
364,"SMMP2014","MBO",5/13/2014 0:00:00,"D3",5.00
365,"SMMP2014","MBO",5/14/2014 0:00:00,"D3",5.00
366,"SMMP2014","MBO",5/15/2014 0:00:00,"D3",5.00
367,"SMMP2014","MBO",5/16/2014 0:00:00,"D3",4.00
368,"SMMP2014","MBO",5/17/2014 0:00:00,"D3",3.00
369,"SMMP2014","MBO",5/18/2014 0:00:00,"D3",5.00
370,"SMMP2014","MBO",5/19/2014 0:00:00,"D3",5.00
371,"SMMP2014","MBO",5/20/2014 0:00:00,"D3",5.00
372,"SMMP2014","MBO",5/21/2014 0:00:00,"D3",5.00
373,"SMMP2014","MBO",5/22/2014 0:00:00,"D3",5.00
374,"SMMP2014","MBO",5/23/2014 0:00:00,"D3",5.00
375,"SMMP2014","MBO",5/24/2014 0:00:00,"D3",5.00
376,"SMMP2014","MBO",5/25/2014 0:00:00,"D3",5.00
377,"SMMP2014","MBO",5/26/2014 0:00:00,"D3",5.00
378,"SMMP2014","MBO",5/27/2014 0:00:00,"D3",3.50
379,"SMMP2014","MBO",5/28/2014 0:00:00,"D3",4.50
380,"SMMP2014","MBO",5/29/2014 0:00:00,"D3",5.00
381,"SMMP2014","MBO",5/30/2014 0:00:00,"D3",3.50
382,"SMMP2014","MBO",5/31/2014 0:00:00,"D3",5.00
383,"SMMP2014","MBO",6/1/2014 0:00:00,"D3",5.00
384,"SMMP2014","MBO",4/18/2014 0:00:00,"D4",5.00
385,"SMMP2014","MBO",4/19/2014 0:00:00,"D4",4.00
386,"SMMP2014","MBO",4/20/2014 0:00:00,"D4",5.00
387,"SMMP2014","MBO",4/21/2014 0:00:00,"D4",5.00
388,"SMMP2014","MBO",4/22/2014 0:00:00,"D4",4.50
389,"SMMP2014","MBO",4/23/2014 0:00:00,"D4",5.00
390,"SMMP2014","MBO",4/24/2014 0:00:00,"D4",5.00
391,"SMMP2014","MBO",4/25/2014 0:00:00,"D4",5.00
392,"SMMP2014","MBO",4/26/2014 0:00:00,"D4",1.00
393,"SMMP2014","MBO",4/27/2014 0:00:00,"D4",3.00
394,"SMMP2014","MBO",4/28/2014 0:00:00,"D4",5.00
395,"SMMP2014","MBO",4/29/2014 0:00:00,"D4",5.00
396,"SMMP2014","MBO",4/30/2014 0:00:00,"D4",4.75
397,"SMMP2014","MBO",5/2/2014 0:00:00,"D4",4.25
398,"SMMP2014","MBO",5/3/2014 0:00:00,"D4",2.50
399,"SMMP2014","MBO",5/5/2014 0:00:00,"D4",3.50
