"IDDETNetHours","Program","Location","DateEx","NetID","NetHours"
5511,"FMMP2015","MBO",9/2/2015 0:00:00,"D3",5.00
5512,"FMMP2015","MBO",9/2/2015 0:00:00,"D4",5.00
5513,"FMMP2015","MBO",9/2/2015 0:00:00,"E1",5.00
5514,"FMMP2015","MBO",9/2/2015 0:00:00,"E2",5.00
5515,"FMMP2015","MBO",9/2/2015 0:00:00,"H1",5.00
5516,"FMMP2015","MBO",9/2/2015 0:00:00,"H2",5.00
5517,"FMMP2015","MBO",9/2/2015 0:00:00,"N1",5.00
5518,"FMMP2015","MBO",9/2/2015 0:00:00,"N3",5.00
5519,"FMMP2015","MBO",9/3/2015 0:00:00,"A1",5.00
5520,"FMMP2015","MBO",9/3/2015 0:00:00,"A2",5.00
5521,"FMMP2015","MBO",9/3/2015 0:00:00,"B2",5.00
5522,"FMMP2015","MBO",9/3/2015 0:00:00,"B3",5.00
5523,"FMMP2015","MBO",9/3/2015 0:00:00,"C1",5.00
5524,"FMMP2015","MBO",9/3/2015 0:00:00,"C2",5.00
5525,"FMMP2015","MBO",9/3/2015 0:00:00,"D1",5.00
5526,"FMMP2015","MBO",9/3/2015 0:00:00,"D2",5.00
5527,"FMMP2015","MBO",9/3/2015 0:00:00,"D3",5.00
5528,"FMMP2015","MBO",9/3/2015 0:00:00,"D4",5.00
5529,"FMMP2015","MBO",9/3/2015 0:00:00,"E1",5.00
5530,"FMMP2015","MBO",9/3/2015 0:00:00,"E2",5.00
5531,"FMMP2015","MBO",9/3/2015 0:00:00,"H1",5.00
5532,"FMMP2015","MBO",9/3/2015 0:00:00,"H2",5.00
5533,"FMMP2015","MBO",9/3/2015 0:00:00,"N1",5.00
5534,"FMMP2015","MBO",9/3/2015 0:00:00,"N3",5.00
5535,"FMMP2015","MBO",9/4/2015 0:00:00,"A1",5.00
5536,"FMMP2015","MBO",9/4/2015 0:00:00,"A2",5.00
5537,"FMMP2015","MBO",9/4/2015 0:00:00,"B2",5.00
5538,"FMMP2015","MBO",9/4/2015 0:00:00,"B3",5.00
5539,"FMMP2015","MBO",9/4/2015 0:00:00,"C1",5.00
5540,"FMMP2015","MBO",9/4/2015 0:00:00,"C2",5.00
5541,"FMMP2015","MBO",9/4/2015 0:00:00,"D1",5.00
5542,"FMMP2015","MBO",9/4/2015 0:00:00,"D2",5.00
5543,"FMMP2015","MBO",9/4/2015 0:00:00,"D3",5.00
5544,"FMMP2015","MBO",9/4/2015 0:00:00,"D4",5.00
5545,"FMMP2015","MBO",9/4/2015 0:00:00,"E1",5.00
5546,"FMMP2015","MBO",9/4/2015 0:00:00,"E2",5.00
5547,"FMMP2015","MBO",9/4/2015 0:00:00,"H1",5.00
5548,"FMMP2015","MBO",9/4/2015 0:00:00,"H2",5.00
5549,"FMMP2015","MBO",9/4/2015 0:00:00,"N1",5.00
5550,"FMMP2015","MBO",9/4/2015 0:00:00,"N3",5.00
5551,"FMMP2015","MBO",9/5/2015 0:00:00,"A1",5.00
5552,"FMMP2015","MBO",9/5/2015 0:00:00,"A2",5.00
5553,"FMMP2015","MBO",9/5/2015 0:00:00,"B2",5.00
5554,"FMMP2015","MBO",9/5/2015 0:00:00,"B3",5.00
5555,"FMMP2015","MBO",9/5/2015 0:00:00,"C1",5.00
5556,"FMMP2015","MBO",9/5/2015 0:00:00,"C2",5.00
5557,"FMMP2015","MBO",9/5/2015 0:00:00,"D1",5.00
5558,"FMMP2015","MBO",9/5/2015 0:00:00,"D2",5.00
5559,"FMMP2015","MBO",9/5/2015 0:00:00,"D3",5.00
5560,"FMMP2015","MBO",9/5/2015 0:00:00,"D4",5.00
5561,"FMMP2015","MBO",9/5/2015 0:00:00,"E1",5.00
5562,"FMMP2015","MBO",9/5/2015 0:00:00,"E2",5.00
5563,"FMMP2015","MBO",9/5/2015 0:00:00,"H1",5.00
5564,"FMMP2015","MBO",9/5/2015 0:00:00,"H2",5.00
5565,"FMMP2015","MBO",9/5/2015 0:00:00,"N1",5.00
5566,"FMMP2015","MBO",9/5/2015 0:00:00,"N3",5.00
5567,"FMMP2015","MBO",9/6/2015 0:00:00,"A1",4.80
5568,"FMMP2015","MBO",9/6/2015 0:00:00,"A2",4.80
5569,"FMMP2015","MBO",9/6/2015 0:00:00,"B2",4.80
5570,"FMMP2015","MBO",9/6/2015 0:00:00,"B3",4.80
5571,"FMMP2015","MBO",9/6/2015 0:00:00,"C1",4.80
5572,"FMMP2015","MBO",9/6/2015 0:00:00,"C2",4.80
5573,"FMMP2015","MBO",9/6/2015 0:00:00,"D1",4.80
5574,"FMMP2015","MBO",9/6/2015 0:00:00,"D2",4.80
5575,"FMMP2015","MBO",9/6/2015 0:00:00,"D3",4.80
5576,"FMMP2015","MBO",9/6/2015 0:00:00,"D4",4.80
5577,"FMMP2015","MBO",9/6/2015 0:00:00,"E1",4.80
5578,"FMMP2015","MBO",9/6/2015 0:00:00,"E2",4.80
5579,"FMMP2015","MBO",9/6/2015 0:00:00,"H1",4.80
5580,"FMMP2015","MBO",9/6/2015 0:00:00,"H2",4.80
5581,"FMMP2015","MBO",9/6/2015 0:00:00,"N1",4.80
5582,"FMMP2015","MBO",9/6/2015 0:00:00,"N3",4.80
5583,"FMMP2015","MBO",9/7/2015 0:00:00,"A1",4.50
5584,"FMMP2015","MBO",9/7/2015 0:00:00,"A2",4.50
5585,"FMMP2015","MBO",9/7/2015 0:00:00,"B2",4.50
5586,"FMMP2015","MBO",9/7/2015 0:00:00,"B3",4.50
5587,"FMMP2015","MBO",9/7/2015 0:00:00,"C1",4.50
5588,"FMMP2015","MBO",9/7/2015 0:00:00,"C2",4.50
5589,"FMMP2015","MBO",9/7/2015 0:00:00,"D1",4.50
5590,"FMMP2015","MBO",9/7/2015 0:00:00,"D2",4.50
5591,"FMMP2015","MBO",9/7/2015 0:00:00,"D3",4.50
5592,"FMMP2015","MBO",9/7/2015 0:00:00,"D4",4.50
5593,"FMMP2015","MBO",9/7/2015 0:00:00,"E1",4.50
5594,"FMMP2015","MBO",9/7/2015 0:00:00,"E2",4.50
5595,"FMMP2015","MBO",9/7/2015 0:00:00,"H1",4.50
5596,"FMMP2015","MBO",9/7/2015 0:00:00,"H2",4.50
5597,"FMMP2015","MBO",9/7/2015 0:00:00,"N1",4.50
5598,"FMMP2015","MBO",9/7/2015 0:00:00,"N3",4.50
5599,"FMMP2015","MBO",9/8/2015 0:00:00,"A1",5.00
5600,"FMMP2015","MBO",9/8/2015 0:00:00,"A2",5.00
5601,"FMMP2015","MBO",9/8/2015 0:00:00,"B2",5.00
5602,"FMMP2015","MBO",9/8/2015 0:00:00,"B3",5.00
5603,"FMMP2015","MBO",9/8/2015 0:00:00,"C1",5.00
5604,"FMMP2015","MBO",9/8/2015 0:00:00,"C2",5.00
5605,"FMMP2015","MBO",9/8/2015 0:00:00,"D1",5.00
5606,"FMMP2015","MBO",9/8/2015 0:00:00,"D2",5.00
5607,"FMMP2015","MBO",9/8/2015 0:00:00,"D3",5.00
5608,"FMMP2015","MBO",9/8/2015 0:00:00,"D4",5.00
5609,"FMMP2015","MBO",9/8/2015 0:00:00,"E1",5.00
5610,"FMMP2015","MBO",9/8/2015 0:00:00,"E2",5.00
5611,"FMMP2015","MBO",9/8/2015 0:00:00,"H1",5.00
5612,"FMMP2015","MBO",9/8/2015 0:00:00,"H2",5.00
5613,"FMMP2015","MBO",9/8/2015 0:00:00,"N1",5.00
5614,"FMMP2015","MBO",9/8/2015 0:00:00,"N3",5.00
5615,"FMMP2015","MBO",9/9/2015 0:00:00,"A1",5.00
5616,"FMMP2015","MBO",9/9/2015 0:00:00,"A2",5.00
5617,"FMMP2015","MBO",9/9/2015 0:00:00,"B2",5.00
5618,"FMMP2015","MBO",9/9/2015 0:00:00,"B3",3.50
5619,"FMMP2015","MBO",9/9/2015 0:00:00,"C1",5.00
5620,"FMMP2015","MBO",9/9/2015 0:00:00,"C2",5.00
5621,"FMMP2015","MBO",9/9/2015 0:00:00,"D1",5.00
5622,"FMMP2015","MBO",9/9/2015 0:00:00,"D2",5.00
5623,"FMMP2015","MBO",9/9/2015 0:00:00,"D3",5.00
5624,"FMMP2015","MBO",9/9/2015 0:00:00,"D4",5.00
5625,"FMMP2015","MBO",9/9/2015 0:00:00,"E1",5.00
5626,"FMMP2015","MBO",9/9/2015 0:00:00,"E2",5.00
5627,"FMMP2015","MBO",9/9/2015 0:00:00,"H1",5.00
5628,"FMMP2015","MBO",9/9/2015 0:00:00,"H2",5.00
5629,"FMMP2015","MBO",9/9/2015 0:00:00,"N1",5.00
5630,"FMMP2015","MBO",9/9/2015 0:00:00,"N3",3.50
5631,"FMMP2015","MBO",9/10/2015 0:00:00,"A1",5.00
5632,"FMMP2015","MBO",9/10/2015 0:00:00,"A2",5.00
5633,"FMMP2015","MBO",9/10/2015 0:00:00,"B2",5.00
5634,"FMMP2015","MBO",9/10/2015 0:00:00,"B3",5.00
5635,"FMMP2015","MBO",9/10/2015 0:00:00,"C1",5.00
5636,"FMMP2015","MBO",9/10/2015 0:00:00,"C2",5.00
5637,"FMMP2015","MBO",9/10/2015 0:00:00,"D1",5.00
5638,"FMMP2015","MBO",9/10/2015 0:00:00,"D2",5.00
5639,"FMMP2015","MBO",9/10/2015 0:00:00,"D3",5.00
5640,"FMMP2015","MBO",9/10/2015 0:00:00,"D4",5.00
5641,"FMMP2015","MBO",9/10/2015 0:00:00,"E1",5.00
5642,"FMMP2015","MBO",9/10/2015 0:00:00,"E2",5.00
5643,"FMMP2015","MBO",9/10/2015 0:00:00,"H1",5.00
5644,"FMMP2015","MBO",9/10/2015 0:00:00,"H2",5.00
5645,"FMMP2015","MBO",9/10/2015 0:00:00,"N1",5.00
5646,"FMMP2015","MBO",9/10/2015 0:00:00,"N3",5.00
5647,"FMMP2015","MBO",9/11/2015 0:00:00,"A1",5.00
5648,"FMMP2015","MBO",9/11/2015 0:00:00,"A2",5.00
5649,"FMMP2015","MBO",9/11/2015 0:00:00,"B2",5.00
5650,"FMMP2015","MBO",9/11/2015 0:00:00,"B3",5.00
5651,"FMMP2015","MBO",9/11/2015 0:00:00,"C1",5.00
5652,"FMMP2015","MBO",9/11/2015 0:00:00,"C2",5.00
5653,"FMMP2015","MBO",9/11/2015 0:00:00,"D1",5.00
5654,"FMMP2015","MBO",9/11/2015 0:00:00,"D2",5.00
5655,"FMMP2015","MBO",9/11/2015 0:00:00,"D3",5.00
5656,"FMMP2015","MBO",9/11/2015 0:00:00,"D4",5.00
5657,"FMMP2015","MBO",9/11/2015 0:00:00,"E1",5.00
5658,"FMMP2015","MBO",9/11/2015 0:00:00,"E2",5.00
5659,"FMMP2015","MBO",9/11/2015 0:00:00,"H1",5.00
5660,"FMMP2015","MBO",9/11/2015 0:00:00,"H2",5.00
5661,"FMMP2015","MBO",9/11/2015 0:00:00,"N1",5.00
5662,"FMMP2015","MBO",9/11/2015 0:00:00,"N3",5.00
5663,"FMMP2015","MBO",9/12/2015 0:00:00,"A1",2.00
5664,"FMMP2015","MBO",9/12/2015 0:00:00,"A2",2.00
5665,"FMMP2015","MBO",9/12/2015 0:00:00,"B2",2.00
5666,"FMMP2015","MBO",9/12/2015 0:00:00,"B3",2.00
5667,"FMMP2015","MBO",9/12/2015 0:00:00,"C1",2.00
5668,"FMMP2015","MBO",9/12/2015 0:00:00,"C2",2.00
5669,"FMMP2015","MBO",9/12/2015 0:00:00,"D1",2.00
5670,"FMMP2015","MBO",9/12/2015 0:00:00,"D2",2.00
5671,"FMMP2015","MBO",9/12/2015 0:00:00,"D3",2.00
5672,"FMMP2015","MBO",9/12/2015 0:00:00,"D4",2.00
5673,"FMMP2015","MBO",9/12/2015 0:00:00,"E1",2.00
5674,"FMMP2015","MBO",9/12/2015 0:00:00,"E2",2.00
5675,"FMMP2015","MBO",9/12/2015 0:00:00,"H1",2.00
5676,"FMMP2015","MBO",9/12/2015 0:00:00,"H2",2.00
5677,"FMMP2015","MBO",9/12/2015 0:00:00,"N1",2.00
5678,"FMMP2015","MBO",9/12/2015 0:00:00,"N3",2.00
5679,"FMMP2015","MBO",9/13/2015 0:00:00,"A1",3.00
5680,"FMMP2015","MBO",9/13/2015 0:00:00,"A2",3.00
5681,"FMMP2015","MBO",9/13/2015 0:00:00,"C1",3.00
5682,"FMMP2015","MBO",9/13/2015 0:00:00,"C2",3.00
5683,"FMMP2015","MBO",9/13/2015 0:00:00,"D1",3.00
5684,"FMMP2015","MBO",9/13/2015 0:00:00,"D2",3.00
5685,"FMMP2015","MBO",9/13/2015 0:00:00,"D3",3.00
5686,"FMMP2015","MBO",9/13/2015 0:00:00,"D4",3.00
5687,"FMMP2015","MBO",9/13/2015 0:00:00,"E1",3.00
5688,"FMMP2015","MBO",9/13/2015 0:00:00,"E2",2.25
5689,"FMMP2015","MBO",9/13/2015 0:00:00,"H1",3.00
5690,"FMMP2015","MBO",9/13/2015 0:00:00,"H2",3.00
5691,"FMMP2015","MBO",9/14/2015 0:00:00,"A1",3.00
5692,"FMMP2015","MBO",9/14/2015 0:00:00,"A2",3.00
5693,"FMMP2015","MBO",9/14/2015 0:00:00,"B2",3.00
5694,"FMMP2015","MBO",9/14/2015 0:00:00,"B3",3.00
5695,"FMMP2015","MBO",9/14/2015 0:00:00,"C1",3.00
5696,"FMMP2015","MBO",9/14/2015 0:00:00,"C2",3.00
5697,"FMMP2015","MBO",9/14/2015 0:00:00,"D1",3.00
5698,"FMMP2015","MBO",9/14/2015 0:00:00,"D2",3.00
5699,"FMMP2015","MBO",9/14/2015 0:00:00,"D3",3.00
5700,"FMMP2015","MBO",9/14/2015 0:00:00,"D4",3.00
5701,"FMMP2015","MBO",9/14/2015 0:00:00,"E1",3.00
5702,"FMMP2015","MBO",9/14/2015 0:00:00,"E2",3.00
5703,"FMMP2015","MBO",9/14/2015 0:00:00,"H1",3.00
5704,"FMMP2015","MBO",9/14/2015 0:00:00,"H2",3.00
5705,"FMMP2015","MBO",9/14/2015 0:00:00,"N1",3.00
5706,"FMMP2015","MBO",9/14/2015 0:00:00,"N3",3.00
5707,"FMMP2015","MBO",9/15/2015 0:00:00,"A1",5.00
5708,"FMMP2015","MBO",9/15/2015 0:00:00,"A2",5.00
5709,"FMMP2015","MBO",9/15/2015 0:00:00,"B2",5.00
5710,"FMMP2015","MBO",9/15/2015 0:00:00,"B3",5.00
5711,"FMMP2015","MBO",9/15/2015 0:00:00,"C1",5.00
5712,"FMMP2015","MBO",9/15/2015 0:00:00,"C2",5.00
5713,"FMMP2015","MBO",9/15/2015 0:00:00,"D1",5.00
5714,"FMMP2015","MBO",9/15/2015 0:00:00,"D2",5.00
5715,"FMMP2015","MBO",9/15/2015 0:00:00,"D3",5.00
5716,"FMMP2015","MBO",9/15/2015 0:00:00,"D4",5.00
5717,"FMMP2015","MBO",9/15/2015 0:00:00,"E1",5.00
5718,"FMMP2015","MBO",9/15/2015 0:00:00,"E2",5.00
5719,"FMMP2015","MBO",9/15/2015 0:00:00,"H1",5.00
5720,"FMMP2015","MBO",9/15/2015 0:00:00,"H2",5.00
5721,"FMMP2015","MBO",9/15/2015 0:00:00,"N1",5.00
5722,"FMMP2015","MBO",9/15/2015 0:00:00,"N3",5.00
5723,"FMMP2015","MBO",9/16/2015 0:00:00,"A1",5.00
5724,"FMMP2015","MBO",9/16/2015 0:00:00,"A2",5.00
5725,"FMMP2015","MBO",9/16/2015 0:00:00,"B2",5.00
5726,"FMMP2015","MBO",9/16/2015 0:00:00,"B3",5.00
5727,"FMMP2015","MBO",9/16/2015 0:00:00,"C1",5.00
5728,"FMMP2015","MBO",9/16/2015 0:00:00,"C2",5.00
5729,"FMMP2015","MBO",9/16/2015 0:00:00,"D1",5.00
5730,"FMMP2015","MBO",9/16/2015 0:00:00,"D2",5.00
5731,"FMMP2015","MBO",9/16/2015 0:00:00,"D3",5.00
5732,"FMMP2015","MBO",9/16/2015 0:00:00,"D4",5.00
5733,"FMMP2015","MBO",9/16/2015 0:00:00,"E1",5.00
5734,"FMMP2015","MBO",9/16/2015 0:00:00,"E2",5.00
5735,"FMMP2015","MBO",9/16/2015 0:00:00,"H1",5.00
5736,"FMMP2015","MBO",9/16/2015 0:00:00,"H2",5.00
5737,"FMMP2015","MBO",9/16/2015 0:00:00,"N1",5.00
5738,"FMMP2015","MBO",9/16/2015 0:00:00,"N3",5.00
5739,"FMMP2015","MBO",9/17/2015 0:00:00,"A1",5.00
5740,"FMMP2015","MBO",9/17/2015 0:00:00,"A2",5.00
5741,"FMMP2015","MBO",9/17/2015 0:00:00,"B2",5.00
5742,"FMMP2015","MBO",9/17/2015 0:00:00,"B3",5.00
5743,"FMMP2015","MBO",9/17/2015 0:00:00,"C1",5.00
5744,"FMMP2015","MBO",9/17/2015 0:00:00,"C2",5.00
5745,"FMMP2015","MBO",9/17/2015 0:00:00,"D1",5.00
5746,"FMMP2015","MBO",9/17/2015 0:00:00,"D2",5.00
5747,"FMMP2015","MBO",9/17/2015 0:00:00,"D3",5.00
5748,"FMMP2015","MBO",9/17/2015 0:00:00,"D4",5.00
5749,"FMMP2015","MBO",9/17/2015 0:00:00,"E1",5.00
5750,"FMMP2015","MBO",9/17/2015 0:00:00,"E2",5.00
5751,"FMMP2015","MBO",9/17/2015 0:00:00,"H1",5.00
5752,"FMMP2015","MBO",9/17/2015 0:00:00,"H2",5.00
5753,"FMMP2015","MBO",9/17/2015 0:00:00,"N1",5.00
5754,"FMMP2015","MBO",9/17/2015 0:00:00,"N3",5.00
5755,"FMMP2015","MBO",9/18/2015 0:00:00,"A1",5.00
5756,"FMMP2015","MBO",9/18/2015 0:00:00,"A2",5.00
5757,"FMMP2015","MBO",9/18/2015 0:00:00,"B2",5.00
5758,"FMMP2015","MBO",9/18/2015 0:00:00,"B3",5.00
5759,"FMMP2015","MBO",9/18/2015 0:00:00,"C1",5.00
5760,"FMMP2015","MBO",9/18/2015 0:00:00,"C2",5.00
5761,"FMMP2015","MBO",9/18/2015 0:00:00,"D1",5.00
5762,"FMMP2015","MBO",9/18/2015 0:00:00,"D2",5.00
5763,"FMMP2015","MBO",9/18/2015 0:00:00,"D3",5.00
5764,"FMMP2015","MBO",9/18/2015 0:00:00,"D4",5.00
5765,"FMMP2015","MBO",9/18/2015 0:00:00,"E1",5.00
5766,"FMMP2015","MBO",9/18/2015 0:00:00,"E2",5.00
5767,"FMMP2015","MBO",9/18/2015 0:00:00,"H1",5.00
5768,"FMMP2015","MBO",9/18/2015 0:00:00,"H2",5.00
5769,"FMMP2015","MBO",9/18/2015 0:00:00,"N1",5.00
5770,"FMMP2015","MBO",9/18/2015 0:00:00,"N3",5.00
5771,"FMMP2015","MBO",9/19/2015 0:00:00,"A1",5.00
5772,"FMMP2015","MBO",9/19/2015 0:00:00,"A2",5.00
5773,"FMMP2015","MBO",9/19/2015 0:00:00,"B2",5.00
5774,"FMMP2015","MBO",9/19/2015 0:00:00,"B3",5.00
5775,"FMMP2015","MBO",9/19/2015 0:00:00,"C1",5.00
5776,"FMMP2015","MBO",9/19/2015 0:00:00,"C2",5.00
5777,"FMMP2015","MBO",9/19/2015 0:00:00,"D1",5.00
5778,"FMMP2015","MBO",9/19/2015 0:00:00,"D2",5.00
5779,"FMMP2015","MBO",9/19/2015 0:00:00,"D3",5.00
5780,"FMMP2015","MBO",9/19/2015 0:00:00,"D4",5.00
5781,"FMMP2015","MBO",9/19/2015 0:00:00,"E1",5.00
5782,"FMMP2015","MBO",9/19/2015 0:00:00,"E2",5.00
5783,"FMMP2015","MBO",9/19/2015 0:00:00,"H1",5.00
5784,"FMMP2015","MBO",9/19/2015 0:00:00,"H2",5.00
5785,"FMMP2015","MBO",9/19/2015 0:00:00,"N1",5.00
5786,"FMMP2015","MBO",9/19/2015 0:00:00,"N3",5.00
5787,"FMMP2015","MBO",9/20/2015 0:00:00,"A1",5.00
5788,"FMMP2015","MBO",9/20/2015 0:00:00,"A2",5.00
5789,"FMMP2015","MBO",9/20/2015 0:00:00,"B2",5.00
5790,"FMMP2015","MBO",9/20/2015 0:00:00,"B3",5.00
5791,"FMMP2015","MBO",9/20/2015 0:00:00,"C1",5.00
5792,"FMMP2015","MBO",9/20/2015 0:00:00,"C2",5.00
5793,"FMMP2015","MBO",9/20/2015 0:00:00,"D1",5.00
5794,"FMMP2015","MBO",9/20/2015 0:00:00,"D2",5.00
5795,"FMMP2015","MBO",9/20/2015 0:00:00,"D3",5.00
5796,"FMMP2015","MBO",9/20/2015 0:00:00,"D4",5.00
5797,"FMMP2015","MBO",9/20/2015 0:00:00,"E1",5.00
5798,"FMMP2015","MBO",9/20/2015 0:00:00,"E2",5.00
5799,"FMMP2015","MBO",9/20/2015 0:00:00,"H1",5.00
5800,"FMMP2015","MBO",9/20/2015 0:00:00,"H2",5.00
5801,"FMMP2015","MBO",9/20/2015 0:00:00,"N1",5.00
5802,"FMMP2015","MBO",9/20/2015 0:00:00,"N3",5.00
5803,"FMMP2015","MBO",9/21/2015 0:00:00,"A1",5.00
5804,"FMMP2015","MBO",9/21/2015 0:00:00,"A2",5.00
5805,"FMMP2015","MBO",9/21/2015 0:00:00,"B2",5.00
5806,"FMMP2015","MBO",9/21/2015 0:00:00,"B3",5.00
5807,"FMMP2015","MBO",9/21/2015 0:00:00,"C1",5.00
5808,"FMMP2015","MBO",9/21/2015 0:00:00,"C2",5.00
5809,"FMMP2015","MBO",9/21/2015 0:00:00,"D1",5.00
5810,"FMMP2015","MBO",9/21/2015 0:00:00,"D2",5.00
5811,"FMMP2015","MBO",9/21/2015 0:00:00,"D3",5.00
5812,"FMMP2015","MBO",9/21/2015 0:00:00,"D4",5.00
5813,"FMMP2015","MBO",9/21/2015 0:00:00,"E1",5.00
5814,"FMMP2015","MBO",9/21/2015 0:00:00,"E2",5.00
5815,"FMMP2015","MBO",9/21/2015 0:00:00,"H1",5.00
5816,"FMMP2015","MBO",9/21/2015 0:00:00,"H2",5.00
5817,"FMMP2015","MBO",9/21/2015 0:00:00,"N1",5.00
5818,"FMMP2015","MBO",9/21/2015 0:00:00,"N3",5.00
5819,"FMMP2015","MBO",9/22/2015 0:00:00,"A1",5.00
5820,"FMMP2015","MBO",9/22/2015 0:00:00,"A2",5.00
5821,"FMMP2015","MBO",9/22/2015 0:00:00,"B2",5.00
5822,"FMMP2015","MBO",9/22/2015 0:00:00,"B3",5.00
5823,"FMMP2015","MBO",9/22/2015 0:00:00,"C1",5.00
5824,"FMMP2015","MBO",9/22/2015 0:00:00,"C2",5.00
5825,"FMMP2015","MBO",9/22/2015 0:00:00,"D1",5.00
5826,"FMMP2015","MBO",9/22/2015 0:00:00,"D2",5.00
5827,"FMMP2015","MBO",9/22/2015 0:00:00,"D3",5.00
5828,"FMMP2015","MBO",9/22/2015 0:00:00,"D4",5.00
5829,"FMMP2015","MBO",9/22/2015 0:00:00,"E1",5.00
5830,"FMMP2015","MBO",9/22/2015 0:00:00,"E2",5.00
5831,"FMMP2015","MBO",9/22/2015 0:00:00,"H1",5.00
5832,"FMMP2015","MBO",9/22/2015 0:00:00,"H2",5.00
5833,"FMMP2015","MBO",9/22/2015 0:00:00,"N1",5.00
5834,"FMMP2015","MBO",9/22/2015 0:00:00,"N3",5.00
5835,"FMMP2015","MBO",9/23/2015 0:00:00,"A1",5.00
5836,"FMMP2015","MBO",9/23/2015 0:00:00,"A2",5.00
5837,"FMMP2015","MBO",9/23/2015 0:00:00,"B2",5.00
5838,"FMMP2015","MBO",9/23/2015 0:00:00,"B3",5.00
5839,"FMMP2015","MBO",9/23/2015 0:00:00,"C1",5.00
5840,"FMMP2015","MBO",9/23/2015 0:00:00,"C2",5.00
5841,"FMMP2015","MBO",9/23/2015 0:00:00,"D1",5.00
5842,"FMMP2015","MBO",9/23/2015 0:00:00,"D2",5.00
5843,"FMMP2015","MBO",9/23/2015 0:00:00,"D3",5.00
5844,"FMMP2015","MBO",9/23/2015 0:00:00,"D4",5.00
5845,"FMMP2015","MBO",9/23/2015 0:00:00,"E1",5.00
5846,"FMMP2015","MBO",9/23/2015 0:00:00,"E2",5.00
5847,"FMMP2015","MBO",9/23/2015 0:00:00,"H1",5.00
5848,"FMMP2015","MBO",9/23/2015 0:00:00,"H2",5.00
5849,"FMMP2015","MBO",9/23/2015 0:00:00,"N1",5.00
5850,"FMMP2015","MBO",9/23/2015 0:00:00,"N3",5.00
5851,"FMMP2015","MBO",9/24/2015 0:00:00,"A1",5.00
5852,"FMMP2015","MBO",9/24/2015 0:00:00,"A2",5.00
5853,"FMMP2015","MBO",9/24/2015 0:00:00,"B2",5.00
5854,"FMMP2015","MBO",9/24/2015 0:00:00,"B3",5.00
5855,"FMMP2015","MBO",9/24/2015 0:00:00,"C1",5.00
5856,"FMMP2015","MBO",9/24/2015 0:00:00,"C2",5.00
5857,"FMMP2015","MBO",9/24/2015 0:00:00,"D1",5.00
5858,"FMMP2015","MBO",9/24/2015 0:00:00,"D2",5.00
5859,"FMMP2015","MBO",9/24/2015 0:00:00,"D3",5.00
5860,"FMMP2015","MBO",9/24/2015 0:00:00,"D4",5.00
5861,"FMMP2015","MBO",9/24/2015 0:00:00,"E1",5.00
5862,"FMMP2015","MBO",9/24/2015 0:00:00,"E2",5.00
5863,"FMMP2015","MBO",9/24/2015 0:00:00,"H1",5.00
5864,"FMMP2015","MBO",9/24/2015 0:00:00,"H2",5.00
5865,"FMMP2015","MBO",9/24/2015 0:00:00,"N1",5.00
5866,"FMMP2015","MBO",9/24/2015 0:00:00,"N3",5.00
5867,"FMMP2015","MBO",9/25/2015 0:00:00,"A1",5.00
5868,"FMMP2015","MBO",9/25/2015 0:00:00,"A2",5.00
5869,"FMMP2015","MBO",9/25/2015 0:00:00,"B2",5.00
5870,"FMMP2015","MBO",9/25/2015 0:00:00,"B3",5.00
5871,"FMMP2015","MBO",9/25/2015 0:00:00,"C1",5.00
5872,"FMMP2015","MBO",9/25/2015 0:00:00,"C2",5.00
5873,"FMMP2015","MBO",9/25/2015 0:00:00,"D1",5.00
5874,"FMMP2015","MBO",9/25/2015 0:00:00,"D2",5.00
5875,"FMMP2015","MBO",9/25/2015 0:00:00,"D3",5.00
5876,"FMMP2015","MBO",9/25/2015 0:00:00,"D4",5.00
5877,"FMMP2015","MBO",9/25/2015 0:00:00,"E1",5.00
5878,"FMMP2015","MBO",9/25/2015 0:00:00,"E2",5.00
5879,"FMMP2015","MBO",9/25/2015 0:00:00,"H1",5.00
5880,"FMMP2015","MBO",9/25/2015 0:00:00,"H2",5.00
5881,"FMMP2015","MBO",9/25/2015 0:00:00,"N1",5.00
5882,"FMMP2015","MBO",9/25/2015 0:00:00,"N3",5.00
5883,"FMMP2015","MBO",9/26/2015 0:00:00,"A1",5.00
5884,"FMMP2015","MBO",9/26/2015 0:00:00,"A2",5.00
5885,"FMMP2015","MBO",9/26/2015 0:00:00,"B2",5.00
5886,"FMMP2015","MBO",9/26/2015 0:00:00,"B3",5.00
5887,"FMMP2015","MBO",9/26/2015 0:00:00,"C1",5.00
5888,"FMMP2015","MBO",9/26/2015 0:00:00,"C2",5.00
5889,"FMMP2015","MBO",9/26/2015 0:00:00,"D1",5.00
5890,"FMMP2015","MBO",9/26/2015 0:00:00,"D2",5.00
5891,"FMMP2015","MBO",9/26/2015 0:00:00,"D3",5.00
5892,"FMMP2015","MBO",9/26/2015 0:00:00,"D4",5.00
5893,"FMMP2015","MBO",9/26/2015 0:00:00,"E1",5.00
5894,"FMMP2015","MBO",9/26/2015 0:00:00,"E2",5.00
5895,"FMMP2015","MBO",9/26/2015 0:00:00,"H1",5.00
5896,"FMMP2015","MBO",9/26/2015 0:00:00,"H2",5.00
5897,"FMMP2015","MBO",9/26/2015 0:00:00,"N1",5.00
5898,"FMMP2015","MBO",9/26/2015 0:00:00,"N3",5.00
